Uniprot	GeneName	ProteinName	No. Peptides	k.mean	k.sd	k.mean.cv	k.median	k.mad	k.median.cv	normality
P18654	Rps6ka3	Ribosomal protein S6 kinase alpha-3 (S6K-alpha-3) (EC 2.7.11.1) (90 kDa ribosomal protein S6 kinase 3) (p90-RSK 3) (p90RSK3) (MAP kinase-activated protein kinase 1b) (MAPK-activated protein kinase 1b) (MAPKAP kinase 1b) (MAPKAPK-1b) (Ribosomal S6 kinase 2) (RSK-2) (pp90RSK2)	2	0.119	0.0240416305603426	0.202030508910442	0.119	0.0252042	0.2118	0
Q91WK2	Eif3h	Eukaryotic translation initiation factor 3 subunit H (eIF3h) (Eukaryotic translation initiation factor 3 subunit 3) (eIF-3-gamma) (eIF3 p40 subunit)	2	0.2245	0.00353553390593274	0.0157484806500345	0.2245	0.0037065	0.0165100222717149	0
Q91WK1	Spryd4	SPRY domain-containing protein 4	2	0.0625	0.0148492424049175	0.23758787847868	0.0625	0.0155673	0.2490768	0
O54774	Ap3d1	AP-3 complex subunit delta-1 (AP-3 complex subunit delta) (Adaptor-related protein complex 3 subunit delta-1) (Delta-adaptin) (mBLVR1)	2	0.2015	0.0261629509039023	0.129840947413907	0.2015	0.0274281	0.136119602977668	0
Q64471	Gstt1	Glutathione S-transferase theta-1 (EC 2.5.1.18) (GST class-theta-1)	3	0.0713333333333333	0.0206478408879314	0.289455713382216	0.062	0.007413	0.119564516129032	0.231810770294262
Q8K2Q0	Commd9	COMM domain-containing protein 9	1	0.12	NA	NA	0.12	NA	NA	0
Q9R0Y5	Ak1	Adenylate kinase isoenzyme 1 (AK 1) (EC 2.7.4.3) (EC 2.7.4.6) (ATP-AMP transphosphorylase 1) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase) (Myokinase)	24	0.053375	0.0182180333496905	0.341321467909892	0.052	0.0103782	0.199580769230769	0.00472560131358175
Q9WUR9	Ak4	Adenylate kinase 4, mitochondrial (AK 4) (EC 2.7.4.10) (EC 2.7.4.6) (Adenylate kinase 3-like) (Adenylate kinase isoenzyme 4) (GTP:AMP phosphotransferase AK4)	2	0.0335	0.00777817459305202	0.232184316210508	0.0335	0.0081543	0.243411940298507	0
P06683	C9	Complement component C9	2	1.076	0.288499566724111	0.268122273907167	1.076	0.3024504	0.281087732342007	0
Q9WUR2	Eci2	Enoyl-CoA delta isomerase 2, mitochondrial (EC 5.3.3.8) (Delta(3),delta(2)-enoyl-CoA isomerase) (D3,D2-enoyl-CoA isomerase) (Dodecenoyl-CoA isomerase) (Peroxisomal 3,2-trans-enoyl-CoA isomerase) (pECI)	4	0.0365	0.00238047614284762	0.0652185244615785	0.0355	0.000741300000000001	0.0208816901408451	0.0512294572511433
Q8K310	Matr3	Matrin-3	1	0.275	NA	NA	0.275	NA	NA	0
P26231	Ctnna1	Catenin alpha-1 (102 kDa cadherin-associated protein) (Alpha E-catenin) (CAP102)	1	0.034	NA	NA	0.034	NA	NA	0
Q91WI7	Itfg2	Integrin-alpha FG-GAP repeat-containing protein 2	1	0.081	NA	NA	0.081	NA	NA	0
Q8C7R4	Uba6	Ubiquitin-like modifier-activating enzyme 6 (Ubiquitin-activating enzyme 6) (Ubiquitin-activating enzyme E1-like protein 2) (E1-L2)	4	0.17475	0.104270081998625	0.596681442052218	0.125	0.00815430000000001	0.0652344000000001	0.00475257851342337
Q9D0B6	Pbdc1	Protein PBDC1 (Polysaccharide biosynthesis domain-containing protein 1)	1	0.157	NA	NA	0.157	NA	NA	0
Q9R0X4	Acot9	Acyl-coenzyme A thioesterase 9, mitochondrial (Acyl-CoA thioesterase 9) (EC 3.1.2.-) (Acyl coenzyme A thioester hydrolase 2) (MTE-2) (Acyl-CoA thioester hydrolase 9) (Mitochondrial 48 kDa acyl-CoA thioester hydrolase 1) (Mt-ACT48.1) (Protein U8) (p48)	1	0.042	NA	NA	0.042	NA	NA	0
O54754	Aox1	Aldehyde oxidase 1 (EC 1.2.3.1) (Azaheterocycle hydroxylase 1) (EC 1.17.3.-) (Retinal oxidase)	2	0.2265	0.207182286887658	0.91471208338922	0.2265	0.2172009	0.958944370860927	0
Q8VD04	Gripap1	GRIP1-associated protein 1 (GRASP-1) (HCMV-interacting protein)	1	0.095	NA	NA	0.095	NA	NA	0
Q9WUQ2	Preb	Prolactin regulatory element-binding protein (Mammalian guanine nucleotide exchange factor mSec12)	2	0.083	0.0339411254969543	0.408929222854871	0.083	0.0355824	0.428703614457831	0
Q8BVQ5	Ppme1	Protein phosphatase methylesterase 1 (PME-1) (EC 3.1.1.89)	2	0.3105	0.105358910396796	0.33932016230852	0.3105	0.1104537	0.355728502415459	0
Q9WUP7	Uchl5	Ubiquitin carboxyl-terminal hydrolase isozyme L5 (UCH-L5) (EC 3.4.19.12) (Ubiquitin C-terminal hydrolase UCH37) (Ubiquitin thioesterase L5)	1	0.227	NA	NA	0.227	NA	NA	0
Q64442	Sord	Sorbitol dehydrogenase (EC 1.1.1.14) (L-iditol 2-dehydrogenase)	2	0.0685	0.0247487373415292	0.361295435642762	0.0685	0.0259455	0.378766423357664	0
Q8BIW1	Prune	Protein prune homolog (EC 3.6.1.1) (PRUNEM1)	3	0.212	0.105470374987482	0.497501768808876	0.17	0.0533736	0.313962352941176	0.327547660527738
Q8R2Y2	Mcam	Cell surface glycoprotein MUC18 (Gicerin) (Melanoma cell adhesion molecule) (Melanoma-associated antigen MUC18) (CD antigen CD146)	2	0.1665	0.0162634559672906	0.0976784142179615	0.1665	0.0170499	0.102401801801802	0
Q62261	Sptbn1	Spectrin beta chain, non-erythrocytic 1 (Beta-II spectrin) (Embryonic liver fodrin) (Fodrin beta chain)	6	0.1535	0.0361372384113673	0.235421748608256	0.147	0.0252042	0.171457142857143	0.0944416510176114
O54734	Ddost	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit (DDOST 48 kDa subunit) (Oligosaccharyl transferase 48 kDa subunit) (EC 2.4.99.18)	2	0.105	0.0169705627484771	0.161624407128354	0.105	0.0177912	0.16944	0
Q8VCM7	Fgg	Fibrinogen gamma chain	7	2.303	3.98533808687126	1.73049851796407	0.746	0.3498936	0.469026273458445	4.54019359736569e-05
Q64433	Hspe1	10 kDa heat shock protein, mitochondrial (Hsp10) (10 kDa chaperonin) (Chaperonin 10) (CPN10)	3	0.0383333333333333	0.00907377172587747	0.236707088501151	0.037	0.0103782	0.280491891891892	0.756296310187178
A6H6A9	Rabgap1l	Rab GTPase-activating protein 1-like	1	0.22	NA	NA	0.22	NA	NA	0
Q8K2M0	Mrpl38	39S ribosomal protein L38, mitochondrial (L38mt) (MRP-L38)	2	0.077	0.00282842712474619	0.0367328198018986	0.077	0.0029652	0.0385090909090909	0
O54724	Ptrf	Polymerase I and transcript release factor (Cav-p60) (Cavin-1)	8	0.045375	0.0131902290676524	0.290693753557078	0.0485	0.0088956	0.183414432989691	0.406293656164079
Q8K2L8	Trappc12	Trafficking protein particle complex subunit 12 (Tetratricopeptide repeat protein 15) (TPR repeat protein 15)	1	0.158	NA	NA	0.158	NA	NA	0
Q03958	Pfdn6	Prefoldin subunit 6 (Protein Ke2)	3	0.146	0.0204205778566621	0.139866971620974	0.153	0.0133434	0.0872117647058824	0.424350926279939
Q07076	Anxa7	Annexin A7 (Annexin VII) (Annexin-7) (Synexin)	5	0.1154	0.0343700450974391	0.297834012976076	0.104	0.044478	0.427673076923077	0.386668318712
Q3TXS7	Psmd1	26S proteasome non-ATPase regulatory subunit 1 (26S proteasome regulatory subunit RPN2) (26S proteasome regulatory subunit S1)	9	0.124444444444444	0.0306557951744491	0.246341211223252	0.117	0.0266868	0.228092307692308	0.749859844533163
P45376	Akr1b1	Aldose reductase (AR) (EC 1.1.1.21) (Aldehyde reductase)	9	0.0508888888888889	0.0075901983578238	0.149152369476887	0.055	0.0103782	0.188694545454545	0.561681081216655
Q8K2K6	Agfg1	Arf-GAP domain and FG repeat-containing protein 1 (HIV-1 Rev-binding protein homolog) (Nucleoporin-like protein RIP)	1	0.223	NA	NA	0.223	NA	NA	0
Q9WUM5	Suclg1	Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial (EC 6.2.1.4) (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	10	0.0308	0.00731512891965078	0.237504185702947	0.028	0.0044478	0.15885	0.0877443408897785
Q9WUM4	Coro1c	Coronin-1C (Coronin-3)	2	0.09	0.0212132034355964	0.235702260395516	0.09	0.022239	0.2471	0
Q9WUM3	Coro1b	Coronin-1B (Coronin-2)	4	0.107	0.0303864004668755	0.283985051092295	0.1135	0.0237216	0.209000881057269	0.62910728657614
Q62234	Myom1	Myomesin-1 (Myomesin family member 1) (Skelemin)	20	0.07055	0.0135120803649724	0.191524881147731	0.0695	0.0133434	0.191991366906475	0.633697768492468
P49722	Psma2	Proteasome subunit alpha type-2 (EC 3.4.25.1) (Macropain subunit C3) (Multicatalytic endopeptidase complex subunit C3) (Proteasome component C3)	1	0.115	NA	NA	0.115	NA	NA	0
Q01768	Nme2	Nucleoside diphosphate kinase B (NDK B) (NDP kinase B) (EC 2.7.4.6) (Histidine protein kinase NDKB) (EC 2.7.13.3) (P18) (nm23-M2)	5	0.0858	0.0228407530523842	0.266209243034781	0.085	0.014826	0.174423529411765	0.896473569628777
Q91WD5	Ndufs2	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial (EC 1.6.5.3) (EC 1.6.99.3) (Complex I-49kD) (CI-49kD) (NADH-ubiquinone oxidoreductase 49 kDa subunit)	12	0.045	0.0138301383678084	0.307336408173521	0.0435	0.00667170000000001	0.153372413793104	0.00157095199348342
Q6PAV2	Herc4	Probable E3 ubiquitin-protein ligase HERC4 (EC 6.3.2.-) (HECT domain and RCC1-like domain-containing protein 4)	4	0.1245	0.0212053452380919	0.170324058137284	0.1275	0.0192738	0.151167058823529	0.8406154055313
A6X935	Itih4	Inter alpha-trypsin inhibitor, heavy chain 4 (ITI heavy chain H4) (ITI-HC4) (Inter-alpha-inhibitor heavy chain 4)	4	1.968	0.887068956357584	0.450746420913407	2.0755	0.8280321	0.398955480607083	0.893443153224212
P35585	Ap1m1	AP-1 complex subunit mu-1 (AP-mu chain family member mu1A) (Adaptor protein complex AP-1 subunit mu-1) (Adaptor-related protein complex 1 subunit mu-1) (Clathrin assembly protein complex 1 mu-1 medium chain 1) (Clathrin coat assembly protein AP47) (Clathrin coat-associated protein AP47) (Golgi adaptor HA1/AP1 adaptin mu-1 subunit) (Mu-adaptin 1) (Mu1A-adaptin)	4	0.163	0.0150554530541816	0.0923647426636909	0.163	0.0163086	0.100052760736196	0.999067610501256
Q8R361	Rab11fip5	Rab11 family-interacting protein 5 (Rab11-FIP5) (Rab11-interacting protein Rip11)	1	0.151	NA	NA	0.151	NA	NA	0
P84099	Rpl19	60S ribosomal protein L19	1	0.108	NA	NA	0.108	NA	NA	0
P84096	Rhog	Rho-related GTP-binding protein RhoG (Sid 10750)	1	0.167	NA	NA	0.167	NA	NA	0
Q6PB66	Lrpprc	Leucine-rich PPR motif-containing protein, mitochondrial (130 kDa leucine-rich protein) (LRP 130) (mLRP130)	21	0.0903333333333333	0.0145304278441254	0.160853444768915	0.091	0.0118608	0.130338461538462	0.354282647255049
Q91WC3	Acsl6	Long-chain-fatty-acid--CoA ligase 6 (EC 6.2.1.3) (Long-chain acyl-CoA synthetase 6) (LACS 6)	1	0.089	NA	NA	0.089	NA	NA	0
P84091	Ap2m1	AP-2 complex subunit mu (AP-2 mu chain) (Adaptor protein complex AP-2 subunit mu) (Adaptor-related protein complex 2 subunit mu) (Clathrin assembly protein complex 2 mu medium chain) (Clathrin coat assembly protein AP50) (Clathrin coat-associated protein AP50) (Mu2-adaptin) (Plasma membrane adaptor AP-2 50 kDa protein)	3	0.152	0.0313209195267316	0.206058681096919	0.137	0.00889560000000001	0.0649313868613139	0.183212218155148
P14211	Calr	Calreticulin (CRP55) (Calregulin) (Endoplasmic reticulum resident protein 60) (ERp60) (HACBP)	2	0.1855	0.0360624458405139	0.194406716121369	0.1855	0.0378063	0.203807547169811	0
Q62219	Tgfb1i1	Transforming growth factor beta-1-induced transcript 1 protein (Androgen receptor-associated protein of 55 kDa) (Hydrogen peroxide-inducible clone 5 protein) (Hic-5) (TGF beta-stimulated clone 5) (TSC-5)	3	0.101333333333333	0.0312623309005156	0.308509844412983	0.106	0.0355824	0.335683018867925	0.752409155304936
Q8K2I3	Fmo2	Dimethylaniline monooxygenase [N-oxide-forming] 2 (EC 1.14.13.8) (Dimethylaniline oxidase 2) (Pulmonary flavin-containing monooxygenase 2) (FMO 2)	1	0.196	NA	NA	0.196	NA	NA	0
Q9WUK2	Eif4h	Eukaryotic translation initiation factor 4H (eIF-4H) (Williams-Beuren syndrome chromosomal region 1 protein homolog)	2	0.2255	0.0530330085889911	0.23517963897557	0.2255	0.0555975	0.246552106430155	0
Q9R0Q7	Ptges3	Prostaglandin E synthase 3 (EC 5.3.99.3) (Cytosolic prostaglandin E2 synthase) (cPGES) (Hsp90 co-chaperone) (Progesterone receptor complex p23) (Sid 3177) (Telomerase-binding protein p23)	3	0.164	0.0338673884437522	0.20650846612044	0.181	0.00741300000000001	0.0409558011049724	0.141109053689291
Q9R0Q6	Arpc1a	Actin-related protein 2/3 complex subunit 1A (SOP2-like protein) (Sid 329)	1	0.062	NA	NA	0.062	NA	NA	0
P14206	Rpsa	40S ribosomal protein SA (37 kDa laminin receptor precursor) (37LRP) (37 kDa oncofetal antigen) (37/67 kDa laminin receptor) (LRP/LR) (67 kDa laminin receptor) (67LR) (Laminin receptor 1) (LamR) (Laminin-binding protein precursor p40) (LBP/p40) (OFA/iLRP)	2	0.0805	0.00777817459305202	0.0966232868702114	0.0805	0.0081543	0.101295652173913	0
P35564	Canx	Calnexin	3	0.177	0.0900055553840984	0.508505962622025	0.188	0.1082298	0.575690425531915	0.797479224949022
Q6PB44	Ptpn23	Tyrosine-protein phosphatase non-receptor type 23 (EC 3.1.3.48)	1	0.209	NA	NA	0.209	NA	NA	0
Q9EQ80	Nif3l1	Putative GTP cyclohydrolase 1 type 2 Nif3l1 (EC 3.5.4.16) (GTP cyclohydrolase I) (NIF3-like protein 1)	2	0.081	0.015556349186104	0.192053693655605	0.081	0.0163086	0.201340740740741	0
Q9R0P9	Uchl1	Ubiquitin carboxyl-terminal hydrolase isozyme L1 (UCH-L1) (EC 3.4.19.12) (EC 6.-.-.-) (Neuron cytoplasmic protein 9.5) (PGP 9.5) (PGP9.5) (Ubiquitin thioesterase L1)	1	0.067	NA	NA	0.067	NA	NA	0
Q01730			3	0.0706666666666667	0.0183393929379719	0.259519711386395	0.077	0.0118608	0.154036363636364	0.419934414295967
Q9R0P5	Dstn	Destrin (Actin-depolymerizing factor) (ADF) (Sid 23)	3	0.111333333333333	0.0132035348802256	0.118594624672685	0.114	0.0133434	0.117047368421053	0.664223600907243
Q9R0P3	Esd	S-formylglutathione hydrolase (FGH) (EC 3.1.2.12) (Esterase 10) (Esterase D) (Sid 478)	7	0.0521428571428571	0.0126679197375177	0.242946405924997	0.052	0.0088956	0.171069230769231	0.699934320707649
Q9R112	Sqrdl	Sulfide:quinone oxidoreductase, mitochondrial (SQOR) (EC 1.8.5.-)	3	0.0673333333333333	0.0123423390543824	0.183302065164095	0.064	0.0103782	0.162159375	0.549126364659472
Q9R111	Gda	Guanine deaminase (Guanase) (Guanine aminase) (EC 3.5.4.3) (Guanine aminohydrolase) (GAH)	4	0.0855	0.00866025403784439	0.101289520910461	0.0865	0.00667170000000001	0.0771294797687862	0.698878334179366
Q8VCG4	C8g	Complement component C8 gamma chain	2	0.957	0.00989949493661167	0.0103442998292703	0.957	0.0103782	0.0108445141065831	0
Q8BVI4	Qdpr	Dihydropteridine reductase (EC 1.5.1.34) (HDHPR) (Quinoid dihydropteridine reductase)	5	0.0554	0.0132211951048307	0.238649731134129	0.056	0.014826	0.26475	0.506603008132748
Q6PAR5	Gapvd1	GTPase-activating protein and VPS9 domain-containing protein 1 (GAPex-5) (Rab5-activating protein 6)	1	0.203	NA	NA	0.203	NA	NA	0
P23591	Tsta3	GDP-L-fucose synthase (EC 1.1.1.271) (GDP-4-keto-6-deoxy-D-mannose-3,5-epimerase-4-reductase) (Protein FX) (Red cell NADP(H)-binding protein) (Transplantation antigen P35B) (Tum-P35B antigen)	2	0.126	0.0523259018078045	0.415284934982576	0.126	0.0548562	0.435366666666667	0
Q7TPD2	Fam185a	Protein FAM185A	1	0.184	NA	NA	0.184	NA	NA	0
Q8R2Q4	Gfm2	Ribosome-releasing factor 2, mitochondrial (RRF2mt) (Elongation factor G 2, mitochondrial) (EF-G2mt) (mEF-G 2)	3	0.117333333333333	0.0322541986930901	0.274893738861563	0.122	0.037065	0.303811475409836	0.760063928730909
Q8VCF0	Mavs	Mitochondrial antiviral-signaling protein (MAVS) (CARD adapter inducing interferon beta) (Cardif) (Interferon beta promoter stimulator protein 1) (IPS-1) (Virus-induced-signaling adapter) (VISA)	3	0.094	0.0206639783197718	0.219829556593317	0.088	0.0163086	0.185325	0.514536961418458
Q8C7H1	Mmaa	Methylmalonic aciduria type A homolog, mitochondrial (EC 3.6.-.-)	1	0.081	NA	NA	0.081	NA	NA	0
Q9EPU0	Upf1	Regulator of nonsense transcripts 1 (EC 3.6.4.-) (ATP-dependent helicase RENT1) (Nonsense mRNA reducing factor 1) (NORF1) (Up-frameshift suppressor 1 homolog) (mUpf1)	2	0.389	0.309712770159708	0.796176787042951	0.389	0.3246894	0.834677120822622	0
Q9R0N0	Galk1	Galactokinase (EC 2.7.1.6) (Galactose kinase)	1	0.073	NA	NA	0.073	NA	NA	0
Q8VCE2	Gpn1	GPN-loop GTPase 1 (EC 3.6.5.-) (MBD2-interacting protein) (MBDin) (XPA-binding protein 1)	1	0.22	NA	NA	0.22	NA	NA	0
Q8BVG4	Dpp9	Dipeptidyl peptidase 9 (DP9) (EC 3.4.14.5) (Dipeptidyl peptidase IX) (DPP IX) (Dipeptidyl peptidase-like protein 9) (DPLP9)	2	0.1575	0.0403050865276332	0.25590531128656	0.1575	0.0422541	0.26828	0
P19096	Fasn	Fatty acid synthase (EC 2.3.1.85) [Includes: [Acyl-carrier-protein] S-acetyltransferase (EC 2.3.1.38); [Acyl-carrier-protein] S-malonyltransferase (EC 2.3.1.39); 3-oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41); 3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100); 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59); Enoyl-[acyl-carrier-protein] reductase (EC 1.3.1.39); Oleoyl-[acyl-carrier-protein] hydrolase (EC 3.1.2.14)]	6	0.313166666666667	0.0468120354894622	0.149479623702381	0.314	0.0355824	0.11331974522293	0.944828352937178
Q8R307	Vps18	Vacuolar protein sorting-associated protein 18 homolog	1	0.088	NA	NA	0.088	NA	NA	0
Q8BVF2	Pdcl3	Phosducin-like protein 3 (Viral IAP-associated factor 1) (VIAF-1)	2	0.1255	0.168998520703585	1.3466017585943	0.1255	0.1771707	1.4117187250996	0
Q8K2C6	Sirt5	NAD-dependent protein deacylase sirtuin-5, mitochondrial (EC 3.5.1.-) (Regulatory protein SIR2 homolog 5) (SIR2-like protein 5)	4	0.04975	0.0149527032115713	0.300556848473794	0.043	0.0029652	0.0689581395348837	0.0192174764356667
Q8VCC2	Ces1	Liver carboxylesterase 1 (EC 3.1.1.1) (Acyl-coenzyme A:cholesterol acyltransferase) (Carboxylesterase 1G) (ES-x)	1	0.022	NA	NA	0.022	NA	NA	0
Q8BVE3	Atp6v1h	V-type proton ATPase subunit H (V-ATPase subunit H) (Vacuolar proton pump subunit H)	1	0.137	NA	NA	0.137	NA	NA	0
Q9D051	Pdhb	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial (PDHE1-B) (EC 1.2.4.1)	15	0.034	0.00754036755451237	0.221775516309187	0.034	0.007413	0.218029411764706	0.894097609029997
P35505	Fah	Fumarylacetoacetase (FAA) (EC 3.7.1.2) (Beta-diketonase) (Fumarylacetoacetate hydrolase)	4	0.05775	0.0174618632071915	0.302369925665653	0.055	0.0170499	0.309998181818182	0.450892291713461
Q8K2B3	Sdha	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (EC 1.3.5.1) (Flavoprotein subunit of complex II) (Fp)	24	0.0484166666666667	0.010333216455627	0.213422715090403	0.05	0.0103782	0.207564	0.532979141097664
P62281	Rps11	40S ribosomal protein S11	4	0.07775	0.0224703508354157	0.289007727786697	0.076	0.0259455	0.341388157894737	0.139399207607786
Q9EQ20	Aldh6a1	Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial (MMSDH) (Malonate-semialdehyde dehydrogenase [acylating]) (EC 1.2.1.18) (EC 1.2.1.27) (Aldehyde dehydrogenase family 6 member A1)	18	0.0412222222222222	0.00577576636682813	0.14011293073168	0.04	0.0066717	0.1667925	0.458783082895037
Q6PAM0	Prkab2	5'-AMP-activated protein kinase subunit beta-2 (AMPK subunit beta-2)	1	0.111	NA	NA	0.111	NA	NA	0
Q8BIJ7	Rufy1	RUN and FYVE domain-containing protein 1 (Rab4-interacting protein)	1	0.54	NA	NA	0.54	NA	NA	0
Q8VCA8	Scrn2	Secernin-2	4	0.08275	0.014682756326158	0.17743512176626	0.08	0.0126021	0.15752625	0.663285076395539
Q8BIJ6	Iars2	Isoleucine--tRNA ligase, mitochondrial (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS)	8	0.033	0.010690449676497	0.323953020499908	0.0325	0.007413	0.228092307692308	0.427048177628807
Q6P549	Inppl1	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2 (EC 3.1.3.86) (AblSH3-binding protein) (Inositol polyphosphate phosphatase-like protein 1) (INPPL-1) (SH2 domain-containing inositol 5'-phosphatase 2) (SH2 domain-containing inositol phosphatase 2) (SHIP-2)	4	0.233	0.0918694726228468	0.394289582072304	0.234	0.1126776	0.481528205128205	0.514678202376579
Q6P542	Abcf1	ATP-binding cassette sub-family F member 1	1	0.528	NA	NA	0.528	NA	NA	0
Q61768	Kif5b	Kinesin-1 heavy chain (Conventional kinesin heavy chain) (Ubiquitous kinesin heavy chain) (UKHC)	4	0.20975	0.0172119144780585	0.0820591870229249	0.2175	0.0022239	0.0102248275862069	0.0110202485033991
P03987			1	0.074	NA	NA	0.074	NA	NA	0
P62274	Rps29	40S ribosomal protein S29	3	0.115333333333333	0.0366651514838454	0.317905937721203	0.101	0.0192738	0.190829702970297	0.34037901662009
P62270	Rps18	40S ribosomal protein S18 (Ke-3) (Ke3)	5	0.074	0.0291719042916296	0.39421492285986	0.061	0.014826	0.243049180327869	0.122691958964176
O08848	Trove2	60 kDa SS-A/Ro ribonucleoprotein (60 kDa Ro protein) (60 kDa ribonucleoprotein Ro) (RoRNP) (TROVE domain family member 2)	1	0.349	NA	NA	0.349	NA	NA	0
Q9WUB3	Pygm	Glycogen phosphorylase, muscle form (EC 2.4.1.1) (Myophosphorylase)	40	0.1105	0.0279734306175131	0.253153218258037	0.113	0.0229803	0.203365486725664	0.0405781536948712
O88492	Plin4	Perilipin-4 (Adipocyte protein S3-12)	5	0.173	0.0311046620299916	0.179795734277408	0.172	0.0311346	0.18101511627907	0.242052997054828
Q63932	Map2k2	Dual specificity mitogen-activated protein kinase kinase 2 (MAP kinase kinase 2) (MAPKK 2) (EC 2.7.12.2) (ERK activator kinase 2) (MAPK/ERK kinase 2) (MEK 2)	1	0.161	NA	NA	0.161	NA	NA	0
P62267	Rps23	40S ribosomal protein S23	5	0.0646	0.0147580486514986	0.228452765503074	0.064	0.0059304	0.0926625000000001	0.704026962530535
Q9EQ06	Hsd17b11	Estradiol 17-beta-dehydrogenase 11 (EC 1.1.1.62) (17-beta-hydroxysteroid dehydrogenase 11) (17-beta-HSD 11) (17bHSD11) (17betaHSD11) (17-beta-hydroxysteroid dehydrogenase XI) (17-beta-HSD XI) (17betaHSDXI) (Dehydrogenase/reductase SDR family member 8)	4	0.1465	0.0139164171634321	0.0949926086241097	0.142	0.00815430000000001	0.057424647887324	0.241020050186672
P62264	Rps14	40S ribosomal protein S14	2	0.0895	0.00212132034355964	0.023701903279996	0.0895	0.0022239	0.0248480446927375	0
Q6ZWX6	Eif2s1	Eukaryotic translation initiation factor 2 subunit 1 (Eukaryotic translation initiation factor 2 subunit alpha) (eIF-2-alpha) (eIF-2A) (eIF-2alpha)	5	0.1326	0.0557835101082748	0.420690121480202	0.126	0.0177912	0.1412	0.273267831527559
